disease_name,body_part,image_path,condition
acne,back,../data-collection/dataset/disease-classification\acne\back\192__PF.jpg,Benign
acne,back,../data-collection/dataset/disease-classification\acne\back\193__PF.jpg,Benign
acne,back,../data-collection/dataset/disease-classification\acne\back\194__PF.jpg,Benign
acne,back,../data-collection/dataset/disease-classification\acne\back\195__PF.jpg,Benign
acne,back,../data-collection/dataset/disease-classification\acne\back\196__PF.jpg,Benign
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\acral-lentiginous-melanoma-0001__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\acral-lentiginous-melanoma-0002__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\acral-lentiginous-melanoma-0003__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\acral-lentiginous-melanoma-0004__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\acral-lentiginous-melanoma-0005__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\acral-lentiginous-melanoma-0006__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\acral-lentiginous-melanoma-0007__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\acral-lentiginous-melanoma-1__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\acral-lentiginous-melanoma-3__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\Acral-lentiginous-melanoma-3__PF_2.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\alm-2-macro__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\alm-3-macro__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\alm-dermoscopy-3__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\alm-dermoscopy-5__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\alm-dermoscopy-7__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\ALM-macro__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\alm2__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\alm3__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\alm4__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\alm5__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\alm6__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\alm7__PF.jpg,Malignant
acral-lentiginous-melanoma,feet,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\feet\melanoma-019d2__PF.jpg,Malignant
acral-lentiginous-melanoma,zoomed,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\zoomed\alm-1-dermoscopy__PF.jpg,Malignant
acral-lentiginous-melanoma,zoomed,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\zoomed\alm-1-macro__PF.jpg,Malignant
acral-lentiginous-melanoma,zoomed,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\zoomed\alm-2-dermoscopy__PF.jpg,Malignant
acral-lentiginous-melanoma,zoomed,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\zoomed\alm-3-dermoscopy__PF.jpg,Malignant
acral-lentiginous-melanoma,zoomed,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\zoomed\alm-4-dermoscopy__PF.jpg,Malignant
acral-lentiginous-melanoma,zoomed,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\zoomed\alm-4-macro__PF.jpg,Malignant
acral-lentiginous-melanoma,zoomed,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\zoomed\alm-dermoscopy-2__PF.jpg,Malignant
acral-lentiginous-melanoma,zoomed,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\zoomed\alm-dermoscopy-4__PF.jpg,Malignant
acral-lentiginous-melanoma,zoomed,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\zoomed\alm-dermoscopy-6__PF.jpg,Malignant
acral-lentiginous-melanoma,zoomed,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\zoomed\alm9__PF.jpg,Malignant
acral-lentiginous-melanoma,zoomed,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\zoomed\melanoma-017d__PF.jpg,Malignant
acral-lentiginous-melanoma,zoomed,../data-collection/dataset/disease-classification\acral-lentiginous-melanoma\zoomed\melanoma-018d3__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0024450__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0024463__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0024470__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0024575__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0025029__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0025069__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0025196__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0025411__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0025427__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0025811__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0026152__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0026327__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0026362__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0026388__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0026466__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0026492__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0026522__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0026905__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0026992__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0027047__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0027447__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0027452__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0027529__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0027536__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0027550__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0027580__PF.jpg,Malignant
actinic-keratosis,arm,../data-collection/dataset/disease-classification\actinic-keratosis\arm\ISIC_0027615__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0024517__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0024710__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0024800__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0024913__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0024946__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0025264__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0025808__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0026138__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0026178__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0026203__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0026645__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0027184__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0027231__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0027678__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0027719__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0027767__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0028158__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0029371__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0029462__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0029549__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0029713__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0029827__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0030341__PF.jpg,Malignant
actinic-keratosis,back,../data-collection/dataset/disease-classification\actinic-keratosis\back\ISIC_0030785__PF.jpg,Malignant
actinic-keratosis,ear,../data-collection/dataset/disease-classification\actinic-keratosis\ear\ISIC_0024763__PF.jpg,Malignant
actinic-keratosis,ear,../data-collection/dataset/disease-classification\actinic-keratosis\ear\ISIC_0027795__PF.jpg,Malignant
actinic-keratosis,ear,../data-collection/dataset/disease-classification\actinic-keratosis\ear\ISIC_0031228__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0024511__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0024539__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0024646__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0024707__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0024843__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0024948__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0025130__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0025331__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0025358__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0025368__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0025637__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0025696__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0025780__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0025803__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0025825__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0025831__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0025948__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0025953__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0025992__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0026040__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0026149__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0026171__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0026194__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0026212__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0026525__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0026575__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0026625__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0026626__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0026650__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0026702__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0026709__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0026729__PF.jpg,Malignant
actinic-keratosis,face,../data-collection/dataset/disease-classification\actinic-keratosis\face\ISIC_0026848__PF.jpg,Malignant
actinic-keratosis,hand,../data-collection/dataset/disease-classification\actinic-keratosis\hand\ISIC_0025182__PF.jpg,Malignant
actinic-keratosis,hand,../data-collection/dataset/disease-classification\actinic-keratosis\hand\ISIC_0026411__PF.jpg,Malignant
actinic-keratosis,hand,../data-collection/dataset/disease-classification\actinic-keratosis\hand\ISIC_0026468__PF.jpg,Malignant
actinic-keratosis,hand,../data-collection/dataset/disease-classification\actinic-keratosis\hand\ISIC_0027506__PF.jpg,Malignant
actinic-keratosis,hand,../data-collection/dataset/disease-classification\actinic-keratosis\hand\ISIC_0027896__PF.jpg,Malignant
actinic-keratosis,hand,../data-collection/dataset/disease-classification\actinic-keratosis\hand\ISIC_0027958__PF.jpg,Malignant
actinic-keratosis,hand,../data-collection/dataset/disease-classification\actinic-keratosis\hand\ISIC_0028372__PF.jpg,Malignant
actinic-keratosis,hand,../data-collection/dataset/disease-classification\actinic-keratosis\hand\ISIC_0030036__PF.jpg,Malignant
actinic-keratosis,hand,../data-collection/dataset/disease-classification\actinic-keratosis\hand\ISIC_0031292__PF.jpg,Malignant
actinic-keratosis,hand,../data-collection/dataset/disease-classification\actinic-keratosis\hand\ISIC_0031506__PF.jpg,Malignant
actinic-keratosis,hand,../data-collection/dataset/disease-classification\actinic-keratosis\hand\ISIC_0032947__PF.jpg,Malignant
actinic-keratosis,hand,../data-collection/dataset/disease-classification\actinic-keratosis\hand\ISIC_0033000__PF.jpg,Malignant
actinic-keratosis,hand,../data-collection/dataset/disease-classification\actinic-keratosis\hand\ISIC_0033295__PF.jpg,Malignant
actinic-keratosis,head,../data-collection/dataset/disease-classification\actinic-keratosis\head\ISIC_0025089__PF.jpg,Malignant
actinic-keratosis,head,../data-collection/dataset/disease-classification\actinic-keratosis\head\ISIC_0027178__PF.jpg,Malignant
actinic-keratosis,head,../data-collection/dataset/disease-classification\actinic-keratosis\head\ISIC_0027668__PF.jpg,Malignant
actinic-keratosis,head,../data-collection/dataset/disease-classification\actinic-keratosis\head\ISIC_0027930__PF.jpg,Malignant
actinic-keratosis,head,../data-collection/dataset/disease-classification\actinic-keratosis\head\ISIC_0029041__PF.jpg,Malignant
actinic-keratosis,head,../data-collection/dataset/disease-classification\actinic-keratosis\head\ISIC_0030242__PF.jpg,Malignant
actinic-keratosis,head,../data-collection/dataset/disease-classification\actinic-keratosis\head\ISIC_0030408__PF.jpg,Malignant
actinic-keratosis,head,../data-collection/dataset/disease-classification\actinic-keratosis\head\ISIC_0030491__PF.jpg,Malignant
actinic-keratosis,head,../data-collection/dataset/disease-classification\actinic-keratosis\head\ISIC_0031040__PF.jpg,Malignant
actinic-keratosis,head,../data-collection/dataset/disease-classification\actinic-keratosis\head\ISIC_0031381__PF.jpg,Malignant
actinic-keratosis,head,../data-collection/dataset/disease-classification\actinic-keratosis\head\ISIC_0032277__PF.jpg,Malignant
actinic-keratosis,head,../data-collection/dataset/disease-classification\actinic-keratosis\head\ISIC_0033413__PF.jpg,Malignant
actinic-keratosis,head,../data-collection/dataset/disease-classification\actinic-keratosis\head\ISIC_0033456__PF.jpg,Malignant
actinic-keratosis,head,../data-collection/dataset/disease-classification\actinic-keratosis\head\ISIC_0033494__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0024329__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0024372__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0024418__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0024522__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0024579__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0024923__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0025178__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0025247__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0025350__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0025539__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0025577__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0025605__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0025790__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0025957__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0026083__PF.jpg,Malignant
actinic-keratosis,leg,../data-collection/dataset/disease-classification\actinic-keratosis\leg\ISIC_0026100__PF.jpg,Malignant
